2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,1
2402,1
2403,0
2404,1
2405,1
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,1
2465,0
2466,1
2467,1
2468,1
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,1
2476,1
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,1
2496,1
2497,1
2498,0
2499,1
2500,1
2501,1
2502,0
2503,1
2504,1
2505,1
2506,1
2507,1
2508,1
2509,1
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,1
2518,0
2519,1
2520,1
2521,1
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,0
2555,1
2556,0
2557,0
2558,0
2559,1
2560,1
2561,1
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,1
2569,1
2570,1
2571,1
2572,1
2573,1
2574,1
2575,1
2576,1
2577,1
2578,1
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,1
2702,1
2703,1
2704,1
2705,0
2706,0
2707,1
2708,1
2709,1
2710,1
2711,1
2712,0
2713,0
2714,1
2715,1
2716,1
2717,1
2718,1
2719,1
2720,1
2721,1
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,1
2729,1
2730,1
2731,1
2732,1
2733,1
2734,0
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2759,1
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,1
2792,1
2793,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,1
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,0
2814,0
2815,1
2816,1
2817,1
2818,1
2819,1
2820,1
2821,1
2822,1
2823,1
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,1
2858,0
2859,0
2860,1
2861,1
2862,0
2863,1
2864,1
2865,1
2866,0
2867,1
2868,1
2869,1
2870,0
2871,0
2872,0
2873,0
2874,0
2875,1
2876,1
2877,1
2878,0
2879,0
2880,0
2881,0
2882,1
2883,1
2884,1
2885,1
2886,1
